iTest	taille	min	max	nom_tri	type_tab	temps	mem
37	47479	-10000	10000	radix	unique	0.01	2760
34	74900	-10000	10000	radix	decroissant	0.04	3188
31	7412	-10000	10000	insertion	aleatoire	0.10	2412
30	92747	-10000	10000	fusion	decroissant	0.08	3852
36	46881	-10000	10000	radix	decroissant	0.03	2728
36	46881	-10000	10000	fusion	decroissant	0.03	2992
34	74900	-10000	10000	fusion	croissant	0.06	3444
36	46881	-10000	10000	insertion	croissant	0.02	4908
36	46881	-10000	10000	fusion	unique	0.03	3020
38	41263	-10000	10000	radix	unique	0.01	2520
37	47479	-10000	10000	insertion	croissant	0.02	2844
34	74900	-10000	10000	fusion	unique	0.06	3412
38	41263	-10000	10000	insertion	unique	0.02	2444
39	40667	-10000	10000	rapide	decroissant	0.01	2352
38	41263	-10000	10000	rapide	croissant	0.01	2312
37	47479	-10000	10000	insertion	unique	0.02	2864
34	74900	-10000	10000	radix	croissant	0.04	3160
38	41263	-10000	10000	insertion	croissant	0.02	2476
37	47479	-10000	10000	radix	decroissant	0.02	2840
36	46881	-10000	10000	radix	aleatoire	0.02	2844
37	47479	-10000	10000	radix	aleatoire	0.02	2844
39	40667	-10000	10000	insertion	unique	0.02	2576
40	41320	-10000	10000	rapide	croissant	0.01	2300
38	41263	-10000	10000	radix	aleatoire	0.02	2576
39	40667	-10000	10000	rapide	aleatoire	0.01	2380
39	40667	-10000	10000	insertion	croissant	0.02	2588
38	41263	-10000	10000	radix	croissant	0.02	2600
