iTest	taille	min	max	nom_tri	type_tab	temps	mem
16	973416	-100000	100000	radix	aleatoire	0.72	24220
39	517329	-100000	100000	fusion	croissant	0.48	13908
50	559814	-100000	100000	radix	decroissant	0.41	14312
5	978152	-100000	100000	fusion	decroissant	0.94	24424
5	978152	-100000	100000	fusion	croissant	0.93	24356
50	559814	-100000	100000	radix	aleatoire	0.42	14320
4	793269	-100000	100000	fusion	aleatoire	0.91	20376
45	963678	-100000	100000	rapide	aleatoire	0.39	16840
11	911382	-100000	100000	fusion	decroissant	0.89	23028
29	548150	-100000	100000	fusion	aleatoire	0.61	14604
46	725667	-100000	100000	radix	croissant	0.51	18596
42	788765	-100000	100000	radix	croissant	0.56	20004
34	599680	-100000	100000	fusion	croissant	0.58	15988
23	952752	-100000	100000	radix	decroissant	0.69	23708
47	755151	-100000	100000	radix	croissant	0.53	18856
11	911382	-100000	100000	fusion	croissant	0.87	22956
23	952752	-100000	100000	radix	croissant	0.68	23764
32	842240	-100000	100000	radix	croissant	0.61	21168
46	725667	-100000	100000	radix	aleatoire	0.53	20696
32	842240	-100000	100000	radix	aleatoire	0.64	21160
17	947105	-100000	100000	radix	decroissant	0.68	23452
6	779240	-100000	100000	fusion	aleatoire	0.89	19856
50	559814	-100000	100000	fusion	croissant	0.53	14608
34	599680	-100000	100000	fusion	decroissant	0.58	16000
24	940363	-100000	100000	radix	croissant	0.66	23556
37	791773	-100000	100000	radix	croissant	0.56	20176
50	559814	-100000	100000	fusion	decroissant	0.54	14556
33	878451	-100000	100000	radix	croissant	0.64	21932
39	517329	-100000	100000	fusion	aleatoire	0.60	14084
16	973416	-100000	100000	radix	croissant	0.68	24216
43	624166	-100000	100000	fusion	croissant	0.60	16288
48	745985	-100000	100000	radix	aleatoire	0.56	18884
42	788765	-100000	100000	radix	aleatoire	0.59	19880
47	755151	-100000	100000	radix	decroissant	0.54	19212
37	791773	-100000	100000	radix	decroissant	0.57	20260
42	788765	-100000	100000	radix	decroissant	0.56	19636
47	755151	-100000	100000	radix	aleatoire	0.57	19176
23	952752	-100000	100000	radix	aleatoire	0.72	23748
24	940363	-100000	100000	radix	decroissant	0.69	23564
37	791773	-100000	100000	radix	aleatoire	0.59	20236
48	745985	-100000	100000	radix	decroissant	0.54	18928
48	745985	-100000	100000	radix	croissant	0.54	18932
44	899610	-100000	100000	radix	decroissant	0.64	22472
30	678911	-100000	100000	fusion	croissant	0.64	17608
26	716668	-100000	100000	fusion	decroissant	0.69	18612
24	940363	-100000	100000	radix	aleatoire	0.70	23564
30	678911	-100000	100000	fusion	aleatoire	0.76	19672
26	716668	-100000	100000	fusion	aleatoire	0.82	18572
43	624166	-100000	100000	fusion	aleatoire	0.71	16220
32	842240	-100000	100000	radix	decroissant	0.58	21152
34	599680	-100000	100000	fusion	aleatoire	0.68	15688
44	899610	-100000	100000	radix	aleatoire	0.67	22372
43	624166	-100000	100000	fusion	decroissant	0.59	16312
45	963678	-100000	100000	radix	croissant	0.68	24032
17	947105	-100000	100000	fusion	decroissant	0.92	23824
50	559814	-100000	100000	fusion	aleatoire	0.62	14644
46	725667	-100000	100000	radix	decroissant	0.53	18676
17	947105	-100000	100000	fusion	croissant	0.91	23780
11	911382	-100000	100000	fusion	aleatoire	1.03	22956
42	788765	-100000	100000	fusion	decroissant	0.75	20304
16	973416	-100000	100000	fusion	croissant	0.93	24460
26	716668	-100000	100000	fusion	croissant	0.67	18572
30	678911	-100000	100000	fusion	decroissant	0.64	17684
44	899610	-100000	100000	radix	croissant	0.64	22424
33	878451	-100000	100000	fusion	decroissant	0.83	22308
37	791773	-100000	100000	fusion	croissant	0.75	20148
42	788765	-100000	100000	fusion	croissant	0.74	20096
33	878451	-100000	100000	radix	aleatoire	0.65	21860
37	791773	-100000	100000	fusion	decroissant	0.75	20232
45	963678	-100000	100000	radix	decroissant	0.70	23976
37	791773	-100000	100000	fusion	aleatoire	0.89	20176
46	725667	-100000	100000	fusion	aleatoire	0.83	18784
24	940363	-100000	100000	fusion	decroissant	0.87	23824
23	952752	-100000	100000	fusion	croissant	0.92	24064
33	878451	-100000	100000	radix	decroissant	0.63	21980
47	755151	-100000	100000	fusion	decroissant	0.72	19372
32	842240	-100000	100000	fusion	decroissant	0.80	21300
47	755151	-100000	100000	fusion	croissant	0.72	19708
48	745985	-100000	100000	fusion	croissant	0.70	19084
48	745985	-100000	100000	fusion	decroissant	0.69	19036
42	788765	-100000	100000	fusion	aleatoire	0.91	20304
24	940363	-100000	100000	fusion	croissant	0.90	23696
16	973416	-100000	100000	fusion	decroissant	0.94	24488
32	842240	-100000	100000	fusion	aleatoire	0.91	21316
45	963678	-100000	100000	fusion	decroissant	0.88	24192
44	899610	-100000	100000	fusion	croissant	0.84	22780
23	952752	-100000	100000	fusion	aleatoire	1.05	23820
17	947105	-100000	100000	fusion	aleatoire	1.04	23820
16	973416	-100000	100000	fusion	aleatoire	1.12	24460
46	725667	-100000	100000	fusion	croissant	0.68	18772
46	725667	-100000	100000	fusion	decroissant	0.69	18560
5	978152	-100000	100000	fusion	aleatoire	1.13	24504
48	745985	-100000	100000	fusion	aleatoire	0.80	19084
44	899610	-100000	100000	fusion	decroissant	0.80	22572
45	963678	-100000	100000	radix	aleatoire	0.73	24000
45	963678	-100000	100000	fusion	croissant	0.87	24404
23	952752	-100000	100000	fusion	decroissant	0.85	24024
24	940363	-100000	100000	fusion	aleatoire	0.98	23556
33	878451	-100000	100000	fusion	croissant	0.84	22372
32	842240	-100000	100000	fusion	croissant	0.80	21244
47	755151	-100000	100000	fusion	aleatoire	0.80	19432
33	878451	-100000	100000	fusion	aleatoire	0.95	22448
44	899610	-100000	100000	fusion	aleatoire	0.90	22744
45	963678	-100000	100000	fusion	aleatoire	0.91	24156
